ID,Pred
2019_1101_1113,0.25613747624056393
2019_1101_1120,0.1056910302208176
2019_1101_1124,0.18241726735062613
2019_1101_1125,0.2842614750275897
2019_1101_1133,0.4847732727057853
2019_1101_1138,0.1176103048151268
2019_1101_1153,0.1382862256938664
2019_1101_1159,0.4874964567058414
2019_1101_1181,0.030519703781403673
2019_1101_1192,0.6521580771151957
2019_1101_1196,0.10540182939522369
2019_1101_1199,0.07136453837580548
2019_1101_1205,0.5785807984771851
2019_1101_1209,0.4026553244069325
2019_1101_1211,0.04799624944342895
2019_1101_1222,0.07799828835855727
2019_1101_1233,0.6338969279533014
2019_1101_1234,0.21414854920881665
2019_1101_1235,0.11149459050798316
2019_1101_1242,0.08885728236716117
2019_1101_1243,0.07782385877899023
2019_1101_1246,0.048949023919861556
2019_1101_1261,0.13595400222887377
2019_1101_1251,0.2848349880613933
2019_1101_1257,0.08007318631374483
2019_1101_1266,0.1280620989203306
2019_1101_1268,0.09852479735588715
2019_1101_1276,0.03195630877955036
2019_1101_1277,0.04088070265903532
2019_1101_1278,0.17326154247244085
2019_1101_1280,0.12194543696650673
2019_1101_1285,0.45714373586292756
2019_1101_1293,0.24338299507870575
2019_1101_1297,0.3943254852825758
2019_1101_1308,0.2429909051213015
2019_1101_1300,0.7018786571483472
2019_1101_1305,0.12188697847015106
2019_1101_1314,0.04641212154946128
2019_1101_1295,0.6238953295795407
2019_1101_1318,0.36187065624795245
2019_1101_1326,0.14630416767020415
2019_1101_1328,0.13940614974932464
2019_1101_1330,0.33184143504352037
2019_1101_1279,0.18136223951826624
2019_1101_1332,0.15136007811340146
2019_1101_1341,0.6060783854504853
2019_1101_1345,0.07661976041585605
2019_1101_1387,0.31154298812722947
2019_1101_1388,0.15713282351762092
2019_1101_1371,0.2001001851676787
2019_1101_1385,0.30904873295700497
2019_1101_1393,0.1302990877351473
2019_1101_1396,0.2939207564393651
2019_1101_1397,0.07664040905867964
2019_1101_1403,0.04255022149711574
2019_1101_1414,0.28277632024489874
2019_1101_1416,0.1738138904837354
2019_1101_1429,0.16938146213851035
2019_1101_1433,0.13201988069639037
2019_1101_1439,0.07406511054302134
2019_1101_1436,0.3139749316476791
2019_1101_1437,0.15081920033257434
2019_1101_1438,0.02837697233264236
2019_1101_1449,0.17389343618215736
2019_1101_1458,0.05325040255327329
2019_1101_1459,0.14245731030576358
2019_1101_1463,0.3622467825347392
2019_1113_1120,0.2596913538077493
2019_1113_1124,0.37305717864329446
2019_1113_1125,0.5038188741062216
2019_1113_1133,0.680491825821071
2019_1113_1138,0.2769548399511329
2019_1113_1153,0.30740536322251777
2019_1113_1159,0.6946088243698063
2019_1113_1181,0.09224497080096916
2019_1113_1192,0.8196395404812814
2019_1113_1196,0.235483031884546
2019_1113_1199,0.1840551537773759
2019_1113_1205,0.7671286295228497
2019_1113_1209,0.6185391300018996
2019_1113_1211,0.1356426055842619
2019_1113_1222,0.2036142022830827
2019_1113_1233,0.8070631834345658
2019_1113_1234,0.4150795444019726
2019_1113_1235,0.268840842043396
2019_1113_1242,0.22164697950067358
2019_1113_1243,0.1817690113198518
2019_1113_1246,0.14185384725631955
2019_1113_1261,0.3168849032007195
2019_1113_1251,0.49826824195991437
2019_1113_1257,0.19837339593751935
2019_1113_1266,0.2964159435055794
2019_1113_1268,0.24037233730040986
2019_1113_1276,0.09095799897936796
2019_1113_1277,0.11982599330818866
2019_1113_1278,0.3530730772147791
2019_1113_1280,0.29132358435917216
2019_1113_1285,0.6673892435322069
2019_1113_1293,0.4458936474668509
2019_1113_1297,0.6113458799154745
2019_1113_1308,0.44604490561436916
2019_1113_1300,0.8436262858550916
2019_1113_1305,0.2836420572781233
2019_1113_1314,0.13517044683976054
2019_1113_1295,0.7995790443029963
2019_1113_1318,0.5826239468061573
2019_1113_1326,0.29952231874361024
2019_1113_1328,0.2964092852757343
2019_1113_1330,0.523039811251898
2019_1113_1279,0.37552541778081905
2019_1113_1332,0.30068385003159004
2019_1113_1341,0.7828749059020752
2019_1113_1345,0.20545189768219652
2019_1113_1387,0.5046879428198845
2019_1113_1388,0.3297700450666119
2019_1113_1371,0.39037881486102743
2019_1113_1385,0.5273563607709272
2019_1113_1393,0.2858060229185424
2019_1113_1396,0.5110664939334599
2019_1113_1397,0.20455433138664414
2019_1113_1403,0.11294519058680952
2019_1113_1414,0.4814134823318208
2019_1113_1416,0.35720006904842305
2019_1113_1429,0.3559336718352868
2019_1113_1433,0.2601513035960148
2019_1113_1439,0.19960913823696136
2019_1113_1436,0.5243627759067272
2019_1113_1437,0.33755099684108525
2019_1113_1438,0.08371755725341323
2019_1113_1449,0.3446774931038804
2019_1113_1458,0.13480114680029354
2019_1113_1459,0.31901772448315113
2019_1113_1463,0.5783596738090873
2019_1120_1124,0.7002538797283102
2019_1120_1125,0.7967650688674017
2019_1120_1133,0.8879857517691323
2019_1120_1138,0.6168681571968617
2019_1120_1153,0.6475646068960087
2019_1120_1159,0.8956838319926729
2019_1120_1181,0.3306717854385308
2019_1120_1192,0.9461758665017824
2019_1120_1196,0.5498189941239239
2019_1120_1199,0.4956408218809364
2019_1120_1205,0.9269060935073079
2019_1120_1209,0.8620490926981573
2019_1120_1211,0.4117234645821396
2019_1120_1222,0.5309540433717576
2019_1120_1233,0.942017678517705
2019_1120_1234,0.727833049772648
2019_1120_1235,0.6039907043222933
2019_1120_1242,0.5501333777586734
2019_1120_1243,0.4748942975639475
2019_1120_1246,0.4348539277615111
2019_1120_1261,0.6597211283452765
2019_1120_1251,0.7936670123643863
2019_1120_1257,0.5084684718741261
2019_1120_1266,0.635918204858774
2019_1120_1268,0.5716723153717833
2019_1120_1276,0.3220877487618343
2019_1120_1277,0.38749786050181634
2019_1120_1278,0.681628985001947
2019_1120_1280,0.6350932169838723
2019_1120_1285,0.8851080050927048
2019_1120_1293,0.7542866714342451
2019_1120_1297,0.8575800184511309
2019_1120_1308,0.7542738118884242
2019_1120_1300,0.9521981359031624
2019_1120_1305,0.6240133158603833
2019_1120_1314,0.4202984526452411
2019_1120_1295,0.9386059588038452
2019_1120_1318,0.8428829261451467
2019_1120_1326,0.6166089521414326
2019_1120_1328,0.6229180037463877
2019_1120_1330,0.7940871750818785
2019_1120_1279,0.7076669698779514
2019_1120_1332,0.6147617473132323
2019_1120_1341,0.9336650399152102
2019_1120_1345,0.5310919849600924
2019_1120_1387,0.7844753997689284
2019_1120_1388,0.6577877146074682
2019_1120_1371,0.714612686762039
2019_1120_1385,0.8110193355726215
2019_1120_1393,0.6153967918778471
2019_1120_1396,0.8044302175269267
2019_1120_1397,0.5261248920975816
2019_1120_1403,0.36414705827544747
2019_1120_1414,0.7748143971133157
2019_1120_1416,0.6900794406476279
2019_1120_1429,0.6910136346493794
2019_1120_1433,0.5577980869334851
2019_1120_1439,0.5249279722021795
2019_1120_1436,0.8076053327040539
2019_1120_1437,0.6781214806390157
2019_1120_1438,0.3038776199591897
2019_1120_1449,0.6689043840119502
2019_1120_1458,0.4017847801734754
2019_1120_1459,0.6557914358403718
2019_1120_1463,0.8358623105084817
2019_1124_1125,0.6589178863931979
2019_1124_1133,0.7943427081795471
2019_1124_1138,0.4326424665624672
2019_1124_1153,0.46579986231155157
2019_1124_1159,0.8094338132114212
2019_1124_1181,0.17986112433382084
2019_1124_1192,0.895678576263799
2019_1124_1196,0.373056774596099
2019_1124_1199,0.31395798545486775
2019_1124_1205,0.8609852408071277
2019_1124_1209,0.7522285774165467
2019_1124_1211,0.2454227584838109
2019_1124_1222,0.34323651616809425
2019_1124_1233,0.8875021403151298
2019_1124_1234,0.5741942025575646
2019_1124_1235,0.423121496222577
2019_1124_1242,0.3641536511042588
2019_1124_1243,0.30163495867905166
2019_1124_1246,0.25873735480000315
2019_1124_1261,0.48028075029694983
2019_1124_1251,0.6521779214799353
2019_1124_1257,0.3305212061155416
2019_1124_1266,0.45478865750223474
2019_1124_1268,0.38760349097199587
2019_1124_1276,0.17507305676313878
2019_1124_1277,0.22367298182000406
2019_1124_1278,0.5110914815271703
2019_1124_1280,0.451965659326227
2019_1124_1285,0.7894493880730611
2019_1124_1293,0.6024070334153457
2019_1124_1297,0.7467296045302091
2019_1124_1308,0.6027285498669044
2019_1124_1300,0.9070965874924588
2019_1124_1305,0.4403984390976716
2019_1124_1314,0.2478861792117193
2019_1124_1295,0.8823360127724322
2019_1124_1318,0.7245174432200814
2019_1124_1326,0.4454932117266899
2019_1124_1328,0.44649094088215324
2019_1124_1330,0.6607789943401883
2019_1124_1279,0.5390209909345027
2019_1124_1332,0.44397785818439783
2019_1124_1341,0.8699598738092429
2019_1124_1345,0.3466028430428558
2019_1124_1387,0.6465136591665889
2019_1124_1388,0.4860594646180604
2019_1124_1371,0.5493760148516252
2019_1124_1385,0.6779871600194436
2019_1124_1393,0.43649619876621515
2019_1124_1396,0.6648443150489642
2019_1124_1397,0.34391324386857014
2019_1124_1403,0.20767136899117578
2019_1124_1414,0.6302196641697638
2019_1124_1416,0.5173686195808336
2019_1124_1429,0.5178739671468742
2019_1124_1433,0.3897458723961841
2019_1124_1439,0.3395037505637798
2019_1124_1436,0.6723504566793064
2019_1124_1437,0.5022691694215577
2019_1124_1438,0.16355062404183984
2019_1124_1449,0.49740740097491576
2019_1124_1458,0.23880463068199442
2019_1124_1459,0.4793945516024892
2019_1124_1463,0.7188371008159129
2019_1125_1133,0.7482514494770969
2019_1125_1138,0.33342444624545486
2019_1125_1153,0.36979254652492066
2019_1125_1159,0.7534259473112284
2019_1125_1181,0.11456190615501627
2019_1125_1192,0.8623393691929846
2019_1125_1196,0.28885325472526
2019_1125_1199,0.22785268465430675
2019_1125_1205,0.8181421267013205
2019_1125_1209,0.6870137446731757
2019_1125_1211,0.1628757711992277
2019_1125_1222,0.25030335848453866
2019_1125_1233,0.8527573240442968
2019_1125_1234,0.46993297683046287
2019_1125_1235,0.315628371858129
2019_1125_1242,0.27067033366640825
2019_1125_1243,0.22656912051721323
2019_1125_1246,0.17468197843950373
2019_1125_1261,0.36875464380880385
2019_1125_1251,0.5697891580427806
2019_1125_1257,0.24125188053455948
2019_1125_1266,0.3500223383083316
2019_1125_1268,0.28981181010073676
2019_1125_1276,0.11494798895758751
2019_1125_1277,0.14704262403647372
2019_1125_1278,0.41670927608725716
2019_1125_1280,0.34366838469516725
2019_1125_1285,0.731662708931191
2019_1125_1293,0.515438295962118
2019_1125_1297,0.6782827555147128
2019_1125_1308,0.5148201575694836
2019_1125_1300,0.8848456854672675
2019_1125_1305,0.340663622720092
2019_1125_1314,0.165566248843106
2019_1125_1295,0.8453032054732086
2019_1125_1318,0.6496328181662543
2019_1125_1326,0.35756294058171845
2019_1125_1328,0.3555196519162668
2019_1125_1330,0.5999235251801944
2019_1125_1279,0.4373517035352019
2019_1125_1332,0.36447725890549787
2019_1125_1341,0.8366510428912676
2019_1125_1345,0.24492126709137496
2019_1125_1387,0.580225010175422
2019_1125_1388,0.390147651422021
2019_1125_1371,0.4583442222557029
2019_1125_1385,0.5944206331124762
2019_1125_1393,0.34311486274752145
2019_1125_1396,0.5829971836957155
2019_1125_1397,0.24097624146697272
2019_1125_1403,0.14344783757941304
2019_1125_1414,0.5572283235835382
2019_1125_1416,0.42378064422822415
2019_1125_1429,0.420972928315566
2019_1125_1433,0.318347551210701
2019_1125_1439,0.24075891780861114
