ID,Pred
2019_1101_1113,0.2767357785559691
2019_1101_1120,0.07708521931563062
2019_1101_1124,0.19039572295563711
2019_1101_1125,0.27726476872477945
2019_1101_1133,0.5768255246643796
2019_1101_1138,0.11431324211898075
2019_1101_1153,0.17095188636459424
2019_1101_1159,0.5028719414190279
2019_1101_1181,0.01925801387491788
2019_1101_1192,0.7045762377618477
2019_1101_1196,0.13918026707773112
2019_1101_1199,0.0732816923221079
2019_1101_1205,0.6443630517269637
2019_1101_1209,0.46060061995077684
2019_1101_1211,0.022733789858425557
2019_1101_1222,0.08495119558126518
2019_1101_1233,0.691472840659619
2019_1101_1234,0.19984780033200644
2019_1101_1235,0.10162794062030978
2019_1101_1242,0.09424709232283646
2019_1101_1243,0.10807594757897399
2019_1101_1246,0.039264209875657485
2019_1101_1261,0.10190993012159932
2019_1101_1251,0.3235677521933198
2019_1101_1257,0.09666814794743439
2019_1101_1266,0.12430574814746165
2019_1101_1268,0.10454504834947631
2019_1101_1276,0.03908763524101866
2019_1101_1277,0.02246350770135852
2019_1101_1278,0.20831295620490264
2019_1101_1280,0.10922203932036689
2019_1101_1285,0.5121250906414616
2019_1101_1293,0.255582091745271
2019_1101_1297,0.429874601899113
2019_1101_1308,0.2525806130174666
2019_1101_1300,0.7897520670004174
2019_1101_1305,0.14537817260230113
2019_1101_1314,0.02958135977965559
2019_1101_1295,0.7096592655608267
2019_1101_1318,0.38928009009828235
2019_1101_1326,0.1909070856274433
2019_1101_1328,0.18225150664245893
2019_1101_1330,0.4224146871174954
2019_1101_1279,0.19573577359277383
2019_1101_1332,0.19442414983696432
2019_1101_1341,0.6883957120313003
2019_1101_1345,0.0578824605848417
2019_1101_1387,0.3836085570198212
2019_1101_1388,0.1731567066981896
2019_1101_1371,0.23716029193001398
2019_1101_1385,0.37971693525372474
2019_1101_1393,0.16681202778466309
2019_1101_1396,0.35365508453602457
2019_1101_1397,0.050419128549348935
2019_1101_1403,0.04514481005421911
2019_1101_1414,0.3350930572472981
2019_1101_1416,0.21035975254531403
2019_1101_1429,0.17297506019454179
2019_1101_1433,0.16298665937869594
2019_1101_1439,0.06686007376514147
2019_1101_1436,0.3757921634812912
2019_1101_1437,0.14645782899316173
2019_1101_1438,0.01569967408241013
2019_1101_1449,0.21202530300531386
2019_1101_1458,0.08020364506852784
2019_1101_1459,0.12190665170339432
2019_1101_1463,0.3664141818874619
2019_1113_1120,0.2044262810006292
2019_1113_1124,0.3882612391929843
2019_1113_1125,0.5023004723491992
2019_1113_1133,0.7800075925888033
2019_1113_1138,0.27253238292123294
2019_1113_1153,0.36258666539756546
2019_1113_1159,0.7233079024352606
2019_1113_1181,0.0666911548784408
2019_1113_1192,0.8702665343669705
2019_1113_1196,0.30484960836424757
2019_1113_1199,0.1928144569401371
2019_1113_1205,0.8327477501464411
2019_1113_1209,0.6895234120874683
2019_1113_1211,0.07752772166691957
2019_1113_1222,0.21892034200236576
2019_1113_1233,0.8621649639236316
2019_1113_1234,0.39992064812371053
2019_1113_1235,0.250061307935848
2019_1113_1242,0.23462191230138418
2019_1113_1243,0.25012350279289697
2019_1113_1246,0.12092507240868322
2019_1113_1261,0.2522061080792909
2019_1113_1251,0.5542408989381157
2019_1113_1257,0.2348978565949129
2019_1113_1266,0.28865649994992904
2019_1113_1268,0.25340141117208037
2019_1113_1276,0.11492438265059501
2019_1113_1277,0.07664638294500015
2019_1113_1278,0.4121036006676193
2019_1113_1280,0.2661120870595586
2019_1113_1285,0.7331244320757344
2019_1113_1293,0.472085340699793
2019_1113_1297,0.6610889179435905
2019_1113_1308,0.4686043938606377
2019_1113_1300,0.9153431572130332
2019_1113_1305,0.32451136511574297
2019_1113_1314,0.09621783891226765
2019_1113_1295,0.8746987482480405
2019_1113_1318,0.6230281076603702
2019_1113_1326,0.3803690165081355
2019_1113_1328,0.37246257097607327
2019_1113_1330,0.6442641464089588
2019_1113_1279,0.39841993560896827
2019_1113_1332,0.3832211329172007
2019_1113_1341,0.8587781794683704
2019_1113_1345,0.16520272830845462
2019_1113_1387,0.607480083605525
2019_1113_1388,0.3622463673114744
2019_1113_1371,0.4505174782642206
2019_1113_1385,0.6137908181386265
2019_1113_1393,0.3513809887499886
2019_1113_1396,0.5883138976350444
2019_1113_1397,0.14752949165397455
2019_1113_1403,0.12829802560005232
2019_1113_1414,0.5599229235409451
2019_1113_1416,0.41697732232885276
2019_1113_1429,0.36473911811323567
2019_1113_1433,0.3302539801153319
2019_1113_1439,0.18398256864176865
2019_1113_1436,0.6070863956423402
2019_1113_1437,0.3279421037677105
2019_1113_1438,0.05582509905722233
2019_1113_1449,0.41275943344906985
2019_1113_1458,0.199741028397463
2019_1113_1459,0.2858115142527595
2019_1113_1463,0.5968024873696787
2019_1120_1124,0.716031725376236
2019_1120_1125,0.804162683857585
2019_1120_1133,0.9417580001123446
2019_1120_1138,0.6058648885484677
